InvoiceNumber,CreatedTime,StoreID,PosID,CustomerType,CustomerCardNo,PaymentMethod,DeliveryType,City,State,PinCode,ItemCode,ItemDescription,ItemPrice,ItemQty,TotalValue
63239907,1595689279587,STR2629,POS285,NONPRIME,6419885098,CASH,TAKEAWAY,,,,668,Crab cracker,785.0,1,785.0
36508415,1595689279587,STR2699,POS779,PRIME,6797767929,CASH,HOME-DELIVERY,Multan,Punjab,,483,Teacups and saucers,1781.0,1,1781.0
36508415,1595689279587,STR2699,POS779,PRIME,6797767929,CASH,HOME-DELIVERY,Multan,Punjab,,463,Cookie jars,793.0,1,793.0
55569167,1595689279587,STR5864,POS945,PRIME,5305473526,CARD,HOME-DELIVERY,Sitapur,Uttar Pradesh,,243,Folding table,738.0,2,1476.0
55569167,1595689279587,STR5864,POS945,PRIME,5305473526,CARD,HOME-DELIVERY,Sitapur,Uttar Pradesh,,533,Rolling ball clock,1651.0,2,3302.0
55569167,1595689279587,STR5864,POS945,PRIME,5305473526,CARD,HOME-DELIVERY,Sitapur,Uttar Pradesh,,653,Browning tray,375.0,2,750.0
60361855,1595689279687,STR2629,POS172,NONPRIME,7829975914,CASH,HOME-DELIVERY,Adoni,Andhra Pradesh,,653,Browning tray,375.0,2,750.0
60361855,1595689279687,STR2629,POS172,NONPRIME,7829975914,CASH,HOME-DELIVERY,Adoni,Andhra Pradesh,,338,Kneeling chairs,442.0,1,442.0
60361855,1595689279687,STR2629,POS172,NONPRIME,7829975914,CASH,HOME-DELIVERY,Adoni,Andhra Pradesh,,443,Margarita glass,2475.0,1,2475.0
60361855,1595689279687,STR2629,POS172,NONPRIME,7829975914,CASH,HOME-DELIVERY,Adoni,Andhra Pradesh,,593,Hanging curtains,1896.0,1,1896.0
34981063,1595689279687,STR7449,POS923,NONPRIME,1422009832,CARD,HOME-DELIVERY,Tiruvottiyur,Tamil Nadu,,308,Butterfly chair,857.0,2,1714.0
34981063,1595689279687,STR7449,POS923,NONPRIME,1422009832,CARD,HOME-DELIVERY,Tiruvottiyur,Tamil Nadu,,698,Meat grinder,1250.0,2,2500.0
34981063,1595689279687,STR7449,POS923,NONPRIME,1422009832,CARD,HOME-DELIVERY,Tiruvottiyur,Tamil Nadu,,533,Rolling ball clock,1651.0,2,3302.0
98609168,1595689279687,STR2952,POS351,NONPRIME,2024774071,CASH,HOME-DELIVERY,Unnao,Uttar Pradesh,,653,Browning tray,375.0,2,750.0
63112968,1595689279788,STR7262,POS733,PRIME,1518460232,CASH,TAKEAWAY,,,,223,Hammock,1210.0,1,1210.0
69101491,1595689279788,STR5646,POS543,NONPRIME,5947487902,CARD,HOME-DELIVERY,Alandur,Tamil Nadu,,248,TV tray table,1947.0,1,1947.0
60567178,1595689279788,STR5864,POS465,NONPRIME,1211843745,CARD,TAKEAWAY,,,,618,Pencil Pleat Drapes,1140.0,1,1140.0
60567178,1595689279788,STR5864,POS465,NONPRIME,1211843745,CARD,TAKEAWAY,,,,263,Kitchen cabinet,1050.0,1,1050.0
60567178,1595689279788,STR5864,POS465,NONPRIME,1211843745,CARD,TAKEAWAY,,,,613,Goblet Pleat Drapes,1583.0,1,1583.0
3294604,1595689279888,STR6162,POS279,PRIME,2262471989,CASH,HOME-DELIVERY,Shivapuri,Madhya Pradesh,,403,Adjustable Air Mattress,1417.0,1,1417.0
76602792,1595689279888,STR8513,POS881,NONPRIME,2599848717,CARD,TAKEAWAY,,,,413,Slipcover,1896.0,1,1896.0
76602792,1595689279888,STR8513,POS881,NONPRIME,2599848717,CARD,TAKEAWAY,,,,418,Wing chair,1431.0,2,2862.0
76602792,1595689279888,STR8513,POS881,NONPRIME,2599848717,CARD,TAKEAWAY,,,,288,Hutch,1812.0,2,3624.0
48629098,1595689279888,STR4899,POS447,NONPRIME,5576072500,CARD,TAKEAWAY,,,,683,Grater,370.0,2,740.0
48629098,1595689279888,STR4899,POS447,NONPRIME,5576072500,CARD,TAKEAWAY,,,,348,Navy chair,1998.0,1,1998.0
43528304,1595689279988,STR6347,POS333,NONPRIME,9740604930,CARD,HOME-DELIVERY,Hathras,Uttar Pradesh,,588,Sheer Curtains,801.0,2,1602.0
43528304,1595689279988,STR6347,POS333,NONPRIME,9740604930,CARD,HOME-DELIVERY,Hathras,Uttar Pradesh,,398,Latex Mattress,773.0,1,773.0
43528304,1595689279988,STR6347,POS333,NONPRIME,9740604930,CARD,HOME-DELIVERY,Hathras,Uttar Pradesh,,528,Projection clock,2365.0,2,4730.0
43528304,1595689279988,STR6347,POS333,NONPRIME,9740604930,CARD,HOME-DELIVERY,Hathras,Uttar Pradesh,,343,Massage chair,1354.0,1,1354.0
41374848,1595689279988,STR5494,POS759,NONPRIME,4937932830,CARD,HOME-DELIVERY,Farrukhabad-cum-Fatehgarh,Uttar Pradesh,,413,Slipcover,1896.0,1,1896.0
41374848,1595689279988,STR5494,POS759,NONPRIME,4937932830,CARD,HOME-DELIVERY,Farrukhabad-cum-Fatehgarh,Uttar Pradesh,,693,Mandoline,250.0,2,500.0
35363679,1595689279988,STR6382,POS968,PRIME,4148565252,CASH,HOME-DELIVERY,Rishra,West Bengal,,383,Innerspring Mattress,655.0,1,655.0
55695044,1595689280089,STR2699,POS792,PRIME,7475384243,CASH,HOME-DELIVERY,Nellore,Andhra Pradesh,,333,Gaming chair,1902.0,2,3804.0
55695044,1595689280089,STR2699,POS792,PRIME,7475384243,CASH,HOME-DELIVERY,Nellore,Andhra Pradesh,,553,Banjo clock,1651.0,1,1651.0
55695044,1595689280089,STR2699,POS792,PRIME,7475384243,CASH,HOME-DELIVERY,Nellore,Andhra Pradesh,,248,TV tray table,1947.0,2,3894.0
55695044,1595689280089,STR2699,POS792,PRIME,7475384243,CASH,HOME-DELIVERY,Nellore,Andhra Pradesh,,663,Corkscrew,983.0,1,983.0
47234018,1595689280089,STR7255,POS866,PRIME,5432615113,CASH,TAKEAWAY,,,,388,Memory Foam,1884.0,2,3768.0
47234018,1595689280089,STR7255,POS866,PRIME,5432615113,CASH,TAKEAWAY,,,,563,Chiming clock,2168.0,2,4336.0
47234018,1595689280089,STR7255,POS866,PRIME,5432615113,CASH,TAKEAWAY,,,,488,Bread knife,1077.0,2,2154.0
47234018,1595689280089,STR7255,POS866,PRIME,5432615113,CASH,TAKEAWAY,,,,308,Butterfly chair,857.0,1,857.0
36135664,1595689280089,STR7262,POS182,PRIME,5378825053,CASH,HOME-DELIVERY,Shivapuri,Madhya Pradesh,,478,Teapot,885.0,2,1770.0
30346292,1595689280189,STR6162,POS835,NONPRIME,5611417583,CARD,TAKEAWAY,,,,478,Teapot,885.0,1,885.0
30346292,1595689280189,STR6162,POS835,NONPRIME,5611417583,CARD,TAKEAWAY,,,,258,Closet,1687.0,1,1687.0
30346292,1595689280189,STR6162,POS835,NONPRIME,5611417583,CARD,TAKEAWAY,,,,228,Divan,1083.0,2,2166.0
30346292,1595689280189,STR6162,POS835,NONPRIME,5611417583,CARD,TAKEAWAY,,,,448,Martini glass,2263.0,1,2263.0
26272341,1595689280189,STR7443,POS333,NONPRIME,5483488802,CASH,HOME-DELIVERY,Mathura,Uttar Pradesh,,398,Latex Mattress,773.0,2,1546.0
26272341,1595689280189,STR7443,POS333,NONPRIME,5483488802,CASH,HOME-DELIVERY,Mathura,Uttar Pradesh,,343,Massage chair,1354.0,1,1354.0
9689253,1595689280189,STR5646,POS639,PRIME,9711257112,CARD,HOME-DELIVERY,Ongole,Andhra Pradesh,,543,Lighthouse clock,636.0,1,636.0
9689253,1595689280189,STR5646,POS639,PRIME,9711257112,CARD,HOME-DELIVERY,Ongole,Andhra Pradesh,,218,Sofa bed,895.0,1,895.0
9689253,1595689280189,STR5646,POS639,PRIME,9711257112,CARD,HOME-DELIVERY,Ongole,Andhra Pradesh,,378,Air Bed,2263.0,1,2263.0
65405178,1595689280289,STR2952,POS477,NONPRIME,3425633108,CASH,TAKEAWAY,,,,573,Eyelet Curtains,642.0,1,642.0
65405178,1595689280289,STR2952,POS477,NONPRIME,3425633108,CASH,TAKEAWAY,,,,493,Boning knife,513.0,1,513.0
97738231,1595689280289,STR6347,POS927,NONPRIME,3996109634,CARD,HOME-DELIVERY,Varanasi,Uttar Pradesh,,273,Bedroom set,842.0,2,1684.0
97738231,1595689280289,STR6347,POS927,NONPRIME,3996109634,CARD,HOME-DELIVERY,Varanasi,Uttar Pradesh,,648,Bottle opener,321.0,2,642.0
97738231,1595689280289,STR6347,POS927,NONPRIME,3996109634,CARD,HOME-DELIVERY,Varanasi,Uttar Pradesh,,303,Bench,2251.0,2,4502.0
81312418,1595689280289,STR7443,POS388,PRIME,8714158103,CASH,HOME-DELIVERY,Sambalpur,Odisha,,448,Martini glass,2263.0,1,2263.0
81312418,1595689280289,STR7443,POS388,PRIME,8714158103,CASH,HOME-DELIVERY,Sambalpur,Odisha,,328,Dining chair,1223.0,2,2446.0
29645319,1595689297415,STR2699,POS792,PRIME,7475384243,CASH,HOME-DELIVERY,Agra,Uttar Pradesh,,238,Dining table,1582.0,2,3164.0
29645319,1595689297415,STR2699,POS792,PRIME,7475384243,CASH,HOME-DELIVERY,Agra,Uttar Pradesh,,438,Lead glass,2069.0,1,2069.0
29645319,1595689297415,STR2699,POS792,PRIME,7475384243,CASH,HOME-DELIVERY,Agra,Uttar Pradesh,,568,Pinch Pleated Curtains,1718.0,1,1718.0
73685466,1595689297415,STR7188,POS664,PRIME,9316477281,CARD,HOME-DELIVERY,Raigarh,Chhattisgarh,,533,Rolling ball clock,1651.0,2,3302.0
73685466,1595689297415,STR7188,POS664,PRIME,9316477281,CARD,HOME-DELIVERY,Raigarh,Chhattisgarh,,608,Pleated Drapes,1684.0,1,1684.0
72729207,1595689297415,STR6347,POS927,NONPRIME,3996109634,CARD,HOME-DELIVERY,Hathras,Uttar Pradesh,,383,Innerspring Mattress,655.0,1,655.0
72729207,1595689297415,STR6347,POS927,NONPRIME,3996109634,CARD,HOME-DELIVERY,Hathras,Uttar Pradesh,,423,Quilt,1485.0,1,1485.0
65968288,1595689297747,STR6162,POS431,NONPRIME,8651346374,CARD,HOME-DELIVERY,Mathura,Uttar Pradesh,,673,Dough scraper,980.0,1,980.0
65968288,1595689297747,STR6162,POS431,NONPRIME,8651346374,CARD,HOME-DELIVERY,Mathura,Uttar Pradesh,,618,Pencil Pleat Drapes,1140.0,2,2280.0
65968288,1595689297747,STR6162,POS431,NONPRIME,8651346374,CARD,HOME-DELIVERY,Mathura,Uttar Pradesh,,348,Navy chair,1998.0,2,3996.0
88825935,1595689297747,STR5864,POS945,PRIME,5305473526,CARD,HOME-DELIVERY,Gonda,Uttar Pradesh,,303,Bench,2251.0,1,2251.0
88825935,1595689297747,STR5864,POS945,PRIME,5305473526,CARD,HOME-DELIVERY,Gonda,Uttar Pradesh,,518,Hourglass,1598.0,1,1598.0
88825935,1595689297747,STR5864,POS945,PRIME,5305473526,CARD,HOME-DELIVERY,Gonda,Uttar Pradesh,,353,Recliner,1585.0,1,1585.0
88825935,1595689297747,STR5864,POS945,PRIME,5305473526,CARD,HOME-DELIVERY,Gonda,Uttar Pradesh,,453,Shot glass,674.0,1,674.0
30349547,1595689297747,STR1534,POS934,PRIME,5525406429,CASH,TAKEAWAY,,,,263,Kitchen cabinet,1050.0,1,1050.0
30349547,1595689297747,STR1534,POS934,PRIME,5525406429,CASH,TAKEAWAY,,,,523,Oil-lamp clock,1371.0,2,2742.0
30349547,1595689297747,STR1534,POS934,PRIME,5525406429,CASH,TAKEAWAY,,,,263,Kitchen cabinet,1050.0,1,1050.0
83530163,1595689297847,STR1534,POS151,NONPRIME,7061658033,CASH,HOME-DELIVERY,Ambala Sadar,Haryana,,443,Margarita glass,2475.0,2,4950.0
96907109,1595689297847,STR6347,POS622,PRIME,5697125813,CARD,HOME-DELIVERY,Shivapuri,Madhya Pradesh,,428,Cocktail glass,1422.0,1,1422.0
96907109,1595689297847,STR6347,POS622,PRIME,5697125813,CARD,HOME-DELIVERY,Shivapuri,Madhya Pradesh,,633,Cafe Curtains,796.0,2,1592.0
50532210,1595689297847,STR7449,POS423,PRIME,7691699125,CASH,HOME-DELIVERY,Shivapuri,Madhya Pradesh,,603,Sheer Curtains,1282.0,1,1282.0
50532210,1595689297847,STR7449,POS423,PRIME,7691699125,CASH,HOME-DELIVERY,Shivapuri,Madhya Pradesh,,463,Cookie jars,793.0,2,1586.0
80136623,1595689297947,STR6347,POS994,PRIME,6296964163,CASH,TAKEAWAY,,,,313,Brewster Chair,2195.0,2,4390.0
80136623,1595689297947,STR6347,POS994,PRIME,6296964163,CASH,TAKEAWAY,,,,658,Chinois,567.0,2,1134.0
85209287,1595689297947,STR1955,POS324,NONPRIME,3916555911,CASH,HOME-DELIVERY,Chennai,Tamil Nadu,,478,Teapot,885.0,1,885.0
85209287,1595689297947,STR1955,POS324,NONPRIME,3916555911,CASH,HOME-DELIVERY,Chennai,Tamil Nadu,,643,Blow torch,1955.0,2,3910.0
85209287,1595689297947,STR1955,POS324,NONPRIME,3916555911,CASH,HOME-DELIVERY,Chennai,Tamil Nadu,,293,Bar stool,1148.0,1,1148.0
48657191,1595689297947,STR5646,POS639,PRIME,9711257112,CARD,HOME-DELIVERY,Satna,Madhya Pradesh,,623,Box Pleat Drapes,1683.0,2,3366.0
48657191,1595689297947,STR5646,POS639,PRIME,9711257112,CARD,HOME-DELIVERY,Satna,Madhya Pradesh,,623,Box Pleat Drapes,1683.0,2,3366.0
48657191,1595689297947,STR5646,POS639,PRIME,9711257112,CARD,HOME-DELIVERY,Satna,Madhya Pradesh,,668,Crab cracker,785.0,2,1570.0
83259841,1595689298048,STR8311,POS224,NONPRIME,2989852024,CASH,TAKEAWAY,,,,408,Confidante,1242.0,1,1242.0
83259841,1595689298048,STR8311,POS224,NONPRIME,2989852024,CASH,TAKEAWAY,,,,603,Sheer Curtains,1282.0,1,1282.0
91214512,1595689298048,STR1955,POS837,NONPRIME,7136581152,CASH,HOME-DELIVERY,Chennai,Tamil Nadu,,593,Hanging curtains,1896.0,2,3792.0
14276250,1595689298048,STR2629,POS285,NONPRIME,6419885098,CASH,TAKEAWAY,,,,273,Bedroom set,842.0,2,1684.0
69155300,1595689298157,STR7449,POS351,NONPRIME,9639928743,CASH,TAKEAWAY,,,,448,Martini glass,2263.0,1,2263.0
5781690,1595689298157,STR4899,POS441,NONPRIME,4227803954,CASH,TAKEAWAY,,,,568,Pinch Pleated Curtains,1718.0,2,3436.0
5781690,1595689298157,STR4899,POS441,NONPRIME,4227803954,CASH,TAKEAWAY,,,,488,Bread knife,1077.0,1,1077.0
94430345,1595689298157,STR7255,POS738,NONPRIME,8582181693,CASH,TAKEAWAY,,,,268,Floating shelf,1894.0,2,3788.0
94430345,1595689298157,STR7255,POS738,NONPRIME,8582181693,CASH,TAKEAWAY,,,,408,Confidante,1242.0,2,2484.0
94430345,1595689298157,STR7255,POS738,NONPRIME,8582181693,CASH,TAKEAWAY,,,,608,Pleated Drapes,1684.0,1,1684.0
50800345,1595689298258,STR4899,POS954,NONPRIME,3716602332,CASH,HOME-DELIVERY,Vijayawada,Andhra Pradesh,,333,Gaming chair,1902.0,1,1902.0
50800345,1595689298258,STR4899,POS954,NONPRIME,3716602332,CASH,HOME-DELIVERY,Vijayawada,Andhra Pradesh,,423,Quilt,1485.0,2,2970.0
50800345,1595689298258,STR4899,POS954,NONPRIME,3716602332,CASH,HOME-DELIVERY,Vijayawada,Andhra Pradesh,,473,Mason jars,1358.0,1,1358.0
49558137,1595689298279,STR5494,POS384,NONPRIME,6048272250,CARD,HOME-DELIVERY,Allappuzha,Kerala,,228,Divan,1083.0,2,2166.0
49558137,1595689298279,STR5494,POS384,NONPRIME,6048272250,CARD,HOME-DELIVERY,Allappuzha,Kerala,,513,Flip clock,1259.0,2,2518.0
28927842,1595689298279,STR6162,POS279,PRIME,2262471989,CASH,HOME-DELIVERY,Shivapuri,Madhya Pradesh,,518,Hourglass,1598.0,2,3196.0
28927842,1595689298279,STR6162,POS279,PRIME,2262471989,CASH,HOME-DELIVERY,Shivapuri,Madhya Pradesh,,643,Blow torch,1955.0,1,1955.0
28927842,1595689298279,STR6162,POS279,PRIME,2262471989,CASH,HOME-DELIVERY,Shivapuri,Madhya Pradesh,,438,Lead glass,2069.0,1,2069.0
425491,1595689298361,STR6162,POS835,NONPRIME,5611417583,CARD,TAKEAWAY,,,,343,Massage chair,1354.0,1,1354.0
425491,1595689298361,STR6162,POS835,NONPRIME,5611417583,CARD,TAKEAWAY,,,,673,Dough scraper,980.0,1,980.0
425491,1595689298361,STR6162,POS835,NONPRIME,5611417583,CARD,TAKEAWAY,,,,538,Grandmother clock,1301.0,1,1301.0
425491,1595689298361,STR6162,POS835,NONPRIME,5611417583,CARD,TAKEAWAY,,,,228,Divan,1083.0,2,2166.0
83208836,1595689298381,STR2629,POS285,NONPRIME,6419885098,CASH,TAKEAWAY,,,,503,Chef's knife,1973.0,1,1973.0
83208836,1595689298381,STR2629,POS285,NONPRIME,6419885098,CASH,TAKEAWAY,,,,233,Coffee table,1055.0,2,2110.0
83208836,1595689298381,STR2629,POS285,NONPRIME,6419885098,CASH,TAKEAWAY,,,,348,Navy chair,1998.0,1,1998.0
83208836,1595689298381,STR2629,POS285,NONPRIME,6419885098,CASH,TAKEAWAY,,,,693,Mandoline,250.0,2,500.0
97071665,1595689298381,STR1534,POS364,NONPRIME,3006055636,CASH,HOME-DELIVERY,Raigarh,Chhattisgarh,,358,Restraint chair,1943.0,1,1943.0
97071665,1595689298381,STR1534,POS364,NONPRIME,3006055636,CASH,HOME-DELIVERY,Raigarh,Chhattisgarh,,633,Cafe Curtains,796.0,2,1592.0
97071665,1595689298381,STR1534,POS364,NONPRIME,3006055636,CASH,HOME-DELIVERY,Raigarh,Chhattisgarh,,508,Kitchen knife,2483.0,1,2483.0
97071665,1595689298381,STR1534,POS364,NONPRIME,3006055636,CASH,HOME-DELIVERY,Raigarh,Chhattisgarh,,643,Blow torch,1955.0,2,3910.0
65080985,1595689298473,STR8311,POS975,NONPRIME,4680751410,CARD,TAKEAWAY,,,,228,Divan,1083.0,2,2166.0
65080985,1595689298473,STR8311,POS975,NONPRIME,4680751410,CARD,TAKEAWAY,,,,413,Slipcover,1896.0,1,1896.0
88016482,1595689298489,STR1534,POS151,NONPRIME,7061658033,CASH,HOME-DELIVERY,Tiruvottiyur,Tamil Nadu,,563,Chiming clock,2168.0,1,2168.0
91689436,1595689298489,STR6347,POS927,NONPRIME,3996109634,CARD,HOME-DELIVERY,Bellary,Karnataka,,343,Massage chair,1354.0,1,1354.0
91689436,1595689298489,STR6347,POS927,NONPRIME,3996109634,CARD,HOME-DELIVERY,Bellary,Karnataka,,318,Bofinger chair,1119.0,2,2238.0
91689436,1595689298489,STR6347,POS927,NONPRIME,3996109634,CARD,HOME-DELIVERY,Bellary,Karnataka,,528,Projection clock,2365.0,2,4730.0
62975748,1595689298574,STR5494,POS759,NONPRIME,4937932830,CARD,HOME-DELIVERY,Dehri,Bihar,,353,Recliner,1585.0,2,3170.0
62975748,1595689298574,STR5494,POS759,NONPRIME,4937932830,CARD,HOME-DELIVERY,Dehri,Bihar,,223,Hammock,1210.0,2,2420.0
62975748,1595689298574,STR5494,POS759,NONPRIME,4937932830,CARD,HOME-DELIVERY,Dehri,Bihar,,688,Ladle,570.0,2,1140.0
38709022,1595689298589,STR6162,POS835,NONPRIME,5611417583,CARD,TAKEAWAY,,,,613,Goblet Pleat Drapes,1583.0,1,1583.0
38709022,1595689298589,STR6162,POS835,NONPRIME,5611417583,CARD,TAKEAWAY,,,,368,Stool,888.0,1,888.0
85220979,1595689298589,STR7188,POS956,PRIME,4629185211,CARD,TAKEAWAY,,,,418,Wing chair,1431.0,1,1431.0
85220979,1595689298589,STR7188,POS956,PRIME,4629185211,CARD,TAKEAWAY,,,,203,Bunk bed,1686.0,2,3372.0
85220979,1595689298589,STR7188,POS956,PRIME,4629185211,CARD,TAKEAWAY,,,,573,Eyelet Curtains,642.0,1,642.0
85220979,1595689298589,STR7188,POS956,PRIME,4629185211,CARD,TAKEAWAY,,,,363,Rocking chair,2021.0,2,4042.0
18972019,1595689298674,STR2629,POS647,PRIME,1053863739,CASH,TAKEAWAY,,,,423,Quilt,1485.0,1,1485.0
18972019,1595689298674,STR2629,POS647,PRIME,1053863739,CASH,TAKEAWAY,,,,513,Flip clock,1259.0,1,1259.0
18972019,1595689298674,STR2629,POS647,PRIME,1053863739,CASH,TAKEAWAY,,,,638,Baster,1214.0,1,1214.0
18972019,1595689298674,STR2629,POS647,PRIME,1053863739,CASH,TAKEAWAY,,,,318,Bofinger chair,1119.0,1,1119.0
82059703,1595689298705,STR3781,POS978,NONPRIME,6244229107,CARD,TAKEAWAY,,,,328,Dining chair,1223.0,1,1223.0
25908059,1595689298705,STR5864,POS945,PRIME,5305473526,CARD,HOME-DELIVERY,Pune,Maharastra,,208,Canopy bed,508.0,1,508.0
61330161,1595689298774,STR3781,POS129,PRIME,4692642935,CASH,HOME-DELIVERY,Karnal,Haryana,,248,TV tray table,1947.0,1,1947.0
61330161,1595689298774,STR3781,POS129,PRIME,4692642935,CASH,HOME-DELIVERY,Karnal,Haryana,,218,Sofa bed,895.0,2,1790.0
61330161,1595689298774,STR3781,POS129,PRIME,4692642935,CASH,HOME-DELIVERY,Karnal,Haryana,,478,Teapot,885.0,1,885.0
89302367,1595689298805,STR6347,POS856,NONPRIME,5724653917,CASH,TAKEAWAY,,,,223,Hammock,1210.0,1,1210.0
89302367,1595689298805,STR6347,POS856,NONPRIME,5724653917,CASH,TAKEAWAY,,,,233,Coffee table,1055.0,2,2110.0
89302367,1595689298805,STR6347,POS856,NONPRIME,5724653917,CASH,TAKEAWAY,,,,398,Latex Mattress,773.0,2,1546.0
89302367,1595689298805,STR6347,POS856,NONPRIME,5724653917,CASH,TAKEAWAY,,,,223,Hammock,1210.0,1,1210.0
89302367,1595689298805,STR6347,POS856,NONPRIME,5724653917,CASH,TAKEAWAY,,,,233,Coffee table,1055.0,2,2110.0
89302367,1595689298805,STR6347,POS856,NONPRIME,5724653917,CASH,TAKEAWAY,,,,398,Latex Mattress,773.0,2,1546.0
99295551,1595689298874,STR1534,POS151,NONPRIME,7061658033,CASH,HOME-DELIVERY,Raigarh,Chhattisgarh,,333,Gaming chair,1902.0,1,1902.0
99295551,1595689298874,STR1534,POS151,NONPRIME,7061658033,CASH,HOME-DELIVERY,Raigarh,Chhattisgarh,,473,Mason jars,1358.0,1,1358.0
99295551,1595689298874,STR1534,POS151,NONPRIME,7061658033,CASH,HOME-DELIVERY,Raigarh,Chhattisgarh,,238,Dining table,1582.0,1,1582.0
99295551,1595689298874,STR1534,POS151,NONPRIME,7061658033,CASH,HOME-DELIVERY,Raigarh,Chhattisgarh,,623,Box Pleat Drapes,1683.0,2,3366.0
35293375,1595689298905,STR6382,POS851,NONPRIME,8110266676,CARD,TAKEAWAY,,,,593,Hanging curtains,1896.0,2,3792.0
35293375,1595689298905,STR6382,POS851,NONPRIME,8110266676,CARD,TAKEAWAY,,,,583,Tab Top Curtains,1329.0,2,2658.0
35293375,1595689298905,STR6382,POS851,NONPRIME,8110266676,CARD,TAKEAWAY,,,,608,Pleated Drapes,1684.0,2,3368.0
74010910,1595689298905,STR2699,POS773,NONPRIME,9327106277,CASH,TAKEAWAY,,,,603,Sheer Curtains,1282.0,1,1282.0
74010910,1595689298905,STR2699,POS773,NONPRIME,9327106277,CASH,TAKEAWAY,,,,443,Margarita glass,2475.0,1,2475.0
74010910,1595689298905,STR2699,POS773,NONPRIME,9327106277,CASH,TAKEAWAY,,,,353,Recliner,1585.0,2,3170.0
74010910,1595689298905,STR2699,POS773,NONPRIME,9327106277,CASH,TAKEAWAY,,,,373,Latex Mattress,1313.0,1,1313.0
2647892,1595689298975,STR5494,POS121,PRIME,9509332022,CARD,TAKEAWAY,,,,453,Shot glass,674.0,2,1348.0
2647892,1595689298975,STR5494,POS121,PRIME,9509332022,CARD,TAKEAWAY,,,,618,Pencil Pleat Drapes,1140.0,2,2280.0
2647892,1595689298975,STR5494,POS121,PRIME,9509332022,CARD,TAKEAWAY,,,,378,Air Bed,2263.0,1,2263.0
4971369,1595689299006,STR6162,POS987,NONPRIME,8071065242,CASH,TAKEAWAY,,,,688,Ladle,570.0,1,570.0
4971369,1595689299006,STR6162,POS987,NONPRIME,8071065242,CASH,TAKEAWAY,,,,313,Brewster Chair,2195.0,2,4390.0
39180941,1595689299006,STR5864,POS945,PRIME,5305473526,CARD,HOME-DELIVERY,Hassan,Karnataka,,478,Teapot,885.0,2,1770.0
39180941,1595689299006,STR5864,POS945,PRIME,5305473526,CARD,HOME-DELIVERY,Hassan,Karnataka,,633,Cafe Curtains,796.0,2,1592.0
39180941,1595689299006,STR5864,POS945,PRIME,5305473526,CARD,HOME-DELIVERY,Hassan,Karnataka,,558,Balloon clock,1633.0,2,3266.0
16042100,1595689299090,STR5494,POS353,NONPRIME,8189067868,CASH,TAKEAWAY,,,,358,Restraint chair,1943.0,2,3886.0
16042100,1595689299090,STR5494,POS353,NONPRIME,8189067868,CASH,TAKEAWAY,,,,518,Hourglass,1598.0,2,3196.0
16042100,1595689299090,STR5494,POS353,NONPRIME,8189067868,CASH,TAKEAWAY,,,,518,Hourglass,1598.0,2,3196.0
16042100,1595689299090,STR5494,POS353,NONPRIME,8189067868,CASH,TAKEAWAY,,,,548,Cartel clock,1500.0,1,1500.0
29142006,1595689299121,STR2629,POS768,NONPRIME,1360645962,CARD,HOME-DELIVERY,Jammu,Jammu and Kashmir,,478,Teapot,885.0,1,885.0
64334600,1595689299121,STR2629,POS172,NONPRIME,7829975914,CASH,HOME-DELIVERY,Ingraj Bazar,West Bengal,,458,Wine glass,1644.0,2,3288.0
94037258,1595689299190,STR6382,POS265,PRIME,7908234230,CASH,HOME-DELIVERY,Serampore,West Bengal,,603,Sheer Curtains,1282.0,2,2564.0
94037258,1595689299190,STR6382,POS265,PRIME,7908234230,CASH,HOME-DELIVERY,Serampore,West Bengal,,438,Lead glass,2069.0,2,4138.0
94037258,1595689299190,STR6382,POS265,PRIME,7908234230,CASH,HOME-DELIVERY,Serampore,West Bengal,,593,Hanging curtains,1896.0,1,1896.0
94037258,1595689299190,STR6382,POS265,PRIME,7908234230,CASH,HOME-DELIVERY,Serampore,West Bengal,,613,Goblet Pleat Drapes,1583.0,1,1583.0
88389565,1595689299222,STR5494,POS353,NONPRIME,8189067868,CASH,TAKEAWAY,,,,343,Massage chair,1354.0,1,1354.0
88389565,1595689299222,STR5494,POS353,NONPRIME,8189067868,CASH,TAKEAWAY,,,,543,Lighthouse clock,636.0,1,636.0
13715001,1595689299222,STR5646,POS212,NONPRIME,4226427254,CARD,HOME-DELIVERY,Tambaram,Tamil Nadu,,618,Pencil Pleat Drapes,1140.0,1,1140.0
13715001,1595689299222,STR5646,POS212,NONPRIME,4226427254,CARD,HOME-DELIVERY,Tambaram,Tamil Nadu,,298,Bardic chair,1649.0,2,3298.0
20256426,1595689299291,STR5494,POS384,NONPRIME,6048272250,CARD,HOME-DELIVERY,Bellary,Karnataka,,633,Cafe Curtains,796.0,2,1592.0
98090568,1595689299322,STR7262,POS576,NONPRIME,2016894106,CARD,TAKEAWAY,,,,283,Portable Lamps,2236.0,1,2236.0
84805353,1595689299322,STR7255,POS738,NONPRIME,8582181693,CASH,TAKEAWAY,,,,288,Hutch,1812.0,2,3624.0
84805353,1595689299322,STR7255,POS738,NONPRIME,8582181693,CASH,TAKEAWAY,,,,533,Rolling ball clock,1651.0,1,1651.0
66205404,1595689299406,STR3781,POS444,NONPRIME,9223558893,CASH,TAKEAWAY,,,,308,Butterfly chair,857.0,2,1714.0
